"EEID"	"Full Name"	"Job Title"	"Department"	"Business Unit"	"Gender"	"Ethnicity"	"Age"	"Hire Date"	"Annual Salary"	"Bonus %"	"Country"	"City"	"Exit Date"
"E03252"	"James Bui"	"Manager"	"Finance"	"Manufacturing"	"Male"	"Asian"	"64"	"Mon Jul 20 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"122753"	"0.09"	"China"	"Chongqing"	""
"E04871"	"Liam Grant"	"Sr. Business Partner"	"Human Resources"	"Research & Development"	"Male"	"Caucasian"	"30"	"Sun Mar 15 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"93734"	"0"	"United States"	"Phoenix"	""
"E03547"	"Owen Han"	"Analyst"	"Accounting"	"Corporate"	"Male"	"Asian"	"28"	"Fri May 12 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"52069"	"0"	"China"	"Chongqing"	""
"E04742"	"Kinsley Vega"	"Vice President"	"Accounting"	"Corporate"	"Female"	"Latino"	"33"	"Wed Dec 16 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"258426"	"0.4"	"Brazil"	"Rio de Janerio"	""
"E01070"	"Leonardo Martin"	"Manager"	"Finance"	"Speciality Products"	"Male"	"Black"	"51"	"Thu Feb 16 1995 00:00:00 GMT-0500 (アメリカ東部標準時)"	"125375"	"0.09"	"United States"	"Chicago"	""
"E04359"	"Greyson Lam"	"Vice President"	"Accounting"	"Manufacturing"	"Male"	"Asian"	"25"	"Mon Feb 08 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"198243"	"0.31"	"United States"	"Miami"	""
"E03268"	"Emilia Rivera"	"Test Engineer"	"Engineering"	"Research & Development"	"Female"	"Latino"	"42"	"Thu Nov 23 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"96023"	"0"	"United States"	"Miami"	""
"E04035"	"Penelope Johnson"	"Sr. Analyst"	"Marketing"	"Research & Development"	"Female"	"Caucasian"	"34"	"Mon Jun 25 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"83066"	"0"	"United States"	"Chicago"	"Wed Jun 05 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01221"	"Eva Figueroa"	"Analyst II"	"Sales"	"Research & Development"	"Female"	"Latino"	"48"	"Wed May 14 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"61216"	"0"	"United States"	"Seattle"	""
"E00276"	"Ezekiel Jordan"	"Sr. Manger"	"Accounting"	"Corporate"	"Male"	"Caucasian"	"33"	"Sun Feb 10 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"	"144231"	"0.14"	"United States"	"Columbus"	"Fri Jul 17 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01687"	"Luke Mai"	"HRIS Analyst"	"Human Resources"	"Research & Development"	"Male"	"Asian"	"41"	"Wed Oct 24 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"51630"	"0"	"China"	"Beijing"	""
"E02844"	"Charles Diaz"	"Sr. Manger"	"Sales"	"Corporate"	"Male"	"Latino"	"55"	"Sat Nov 16 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"	"124129"	"0.15"	"Brazil"	"Sao Paulo"	""
"E01263"	"Adam Espinoza"	"Test Engineer"	"Engineering"	"Manufacturing"	"Male"	"Latino"	"36"	"Thu Apr 09 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"60055"	"0"	"United States"	"Seattle"	""
"E00119"	"Jack Maldonado"	"Director"	"Engineering"	"Research & Development"	"Male"	"Latino"	"31"	"Wed Aug 26 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"189290"	"0.22"	"Brazil"	"Sao Paulo"	"Fri Sep 25 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03935"	"Cora Jiang"	"Vice President"	"IT"	"Corporate"	"Female"	"Asian"	"53"	"Wed Apr 30 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"182202"	"0.3"	"United States"	"Austin"	""
"E00742"	"Cooper Mitchell"	"Manager"	"Sales"	"Speciality Products"	"Male"	"Caucasian"	"43"	"Tue Jan 31 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"117518"	"0.07"	"United States"	"Seattle"	""
"E02810"	"Layla Torres"	"Sr. Manger"	"Finance"	"Manufacturing"	"Female"	"Latino"	"37"	"Sun Feb 24 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"	"157474"	"0.11"	"Brazil"	"Rio de Janerio"	""
"E01860"	"Jack Edwards"	"Manager"	"Marketing"	"Manufacturing"	"Male"	"Caucasian"	"38"	"Sun Apr 06 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"126856"	"0.06"	"United States"	"Columbus"	""
"E04890"	"Eleanor Chan"	"Sr. Manger"	"Accounting"	"Manufacturing"	"Female"	"Asian"	"49"	"Mon Apr 02 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"129124"	"0.12"	"China"	"Shanghai"	""
"E02285"	"Aria Xi"	"Director"	"Sales"	"Research & Development"	"Female"	"Asian"	"45"	"Fri Mar 01 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"165181"	"0.16"	"United States"	"Seattle"	""
"E00842"	"John Vega"	"Vice President"	"Finance"	"Corporate"	"Male"	"Latino"	"50"	"Sun Jan 18 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"247939"	"0.35"	"Brazil"	"Rio de Janerio"	""
"E01271"	"Luke Munoz"	"Director"	"Engineering"	"Speciality Products"	"Male"	"Latino"	"64"	"Fri Aug 25 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"169509"	"0.18"	"Brazil"	"Manaus"	""
"E01921"	"Sarah Daniels"	"Sr. Manger"	"Accounting"	"Manufacturing"	"Female"	"Caucasian"	"55"	"Sun Jan 09 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"138521"	"0.1"	"United States"	"Miami"	""
"E03664"	"Aria Castro"	"Engineering Manager"	"Engineering"	"Speciality Products"	"Female"	"Latino"	"45"	"Fri Mar 14 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"113873"	"0.11"	"Brazil"	"Rio de Janerio"	""
"E00813"	"Autumn Joseph"	"Enterprise Architect"	"IT"	"Corporate"	"Female"	"Black"	"39"	"Wed May 09 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73317"	"0"	"United States"	"Miami"	""
"E00870"	"Evelyn Liang"	"Service Desk Analyst"	"IT"	"Speciality Products"	"Female"	"Asian"	"40"	"Wed Jun 26 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"69096"	"0"	"United States"	"Seattle"	""
"E04167"	"Henry Alvarez"	"Sr. Business Partner"	"Human Resources"	"Manufacturing"	"Male"	"Latino"	"48"	"Tue Apr 12 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"87158"	"0"	"Brazil"	"Manaus"	""
"E00245"	"Benjamin Delgado"	"Test Engineer"	"Engineering"	"Corporate"	"Male"	"Latino"	"64"	"Mon Sep 28 1992 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70778"	"0"	"United States"	"Austin"	""
"E00976"	"Zoe Rodriguez"	"Director"	"Human Resources"	"Speciality Products"	"Female"	"Latino"	"65"	"Sun May 23 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"153938"	"0.2"	"United States"	"Phoenix"	""
"E04112"	"Axel Chu"	"Systems Analyst"	"IT"	"Research & Development"	"Male"	"Asian"	"43"	"Fri May 04 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"59888"	"0"	"China"	"Beijing"	""
"E01807"	"Cameron Evans"	"Test Engineer"	"Engineering"	"Corporate"	"Male"	"Caucasian"	"50"	"Thu Dec 13 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"63098"	"0"	"United States"	"Columbus"	""
"E04103"	"Isabella Soto"	"Vice President"	"Finance"	"Corporate"	"Female"	"Latino"	"27"	"Wed Dec 15 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"255369"	"0.33"	"Brazil"	"Sao Paulo"	""
"E01412"	"Eva Jenkins"	"Sr. Manger"	"Human Resources"	"Manufacturing"	"Female"	"Black"	"55"	"Wed Nov 10 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"142318"	"0.14"	"United States"	"Chicago"	""
"E04386"	"Cameron Powell"	"Business Partner"	"Human Resources"	"Manufacturing"	"Male"	"Black"	"41"	"Fri Aug 20 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"49186"	"0"	"United States"	"Austin"	"Tue Jun 17 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01232"	"Samantha Foster"	"Vice President"	"Human Resources"	"Research & Development"	"Female"	"Black"	"34"	"Sat Jul 27 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"220937"	"0.38"	"United States"	"Austin"	""
"E04572"	"Jade Li"	"Director"	"IT"	"Speciality Products"	"Female"	"Asian"	"47"	"Fri Oct 26 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"183156"	"0.3"	"United States"	"Seattle"	""
"E02747"	"Kinsley Acosta"	"Vice President"	"IT"	"Speciality Products"	"Female"	"Latino"	"32"	"Wed Jul 22 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"192749"	"0.31"	"United States"	"Chicago"	""
"E01064"	"Clara Kang"	"Sr. Manger"	"IT"	"Manufacturing"	"Female"	"Asian"	"39"	"Sat Mar 25 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"135325"	"0.14"	"United States"	"Phoenix"	""
"E00178"	"Harper Alexander"	"Sr. Analyst"	"Sales"	"Speciality Products"	"Female"	"Caucasian"	"26"	"Mon Oct 14 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"79356"	"0"	"United States"	"Phoenix"	""
"E01091"	"Carter Reed"	"Development Engineer"	"Engineering"	"Manufacturing"	"Male"	"Black"	"40"	"Thu Jul 07 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74412"	"0"	"United States"	"Seattle"	""
"E01525"	"Charlotte Ruiz"	"Computer Systems Manager"	"IT"	"Manufacturing"	"Female"	"Latino"	"32"	"Mon Oct 02 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"61886"	"0.09"	"Brazil"	"Rio de Janerio"	""
"E01309"	"Everleigh Jiang"	"Director"	"Accounting"	"Research & Development"	"Female"	"Asian"	"58"	"Wed May 14 2003 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"173071"	"0.29"	"United States"	"Columbus"	""
"E02378"	"Audrey Smith"	"Field Engineer"	"Engineering"	"Research & Development"	"Female"	"Caucasian"	"58"	"Fri Oct 27 1995 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70189"	"0"	"United States"	"Columbus"	""
"E04127"	"Emery Acosta"	"Vice President"	"Sales"	"Research & Development"	"Female"	"Latino"	"42"	"Wed Sep 11 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"181452"	"0.3"	"United States"	"Columbus"	""
"E02072"	"Charles Robinson"	"HRIS Analyst"	"Human Resources"	"Speciality Products"	"Male"	"Caucasian"	"26"	"Fri Mar 12 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"70369"	"0"	"United States"	"Seattle"	""
"E02555"	"Landon Lopez"	"Sr. Analyst"	"Accounting"	"Manufacturing"	"Male"	"Latino"	"38"	"Sat Jul 05 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"78056"	"0"	"Brazil"	"Sao Paulo"	""
"E00187"	"Miles Mehta"	"Director"	"Finance"	"Research & Development"	"Male"	"Asian"	"64"	"Thu May 02 1996 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"189933"	"0.23"	"United States"	"Miami"	""
"E04332"	"Ezra Simmons"	"Automation Engineer"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"38"	"Thu Jul 01 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"78237"	"0"	"United States"	"Phoenix"	""
"E02062"	"Nora Santiago"	"Analyst"	"Accounting"	"Research & Development"	"Female"	"Latino"	"55"	"Wed Jun 26 1996 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"48687"	"0"	"Brazil"	"Rio de Janerio"	""
"E00034"	"Caroline Herrera"	"Sr. Manger"	"Marketing"	"Manufacturing"	"Female"	"Latino"	"45"	"Thu Aug 19 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"121065"	"0.15"	"Brazil"	"Rio de Janerio"	""
"E00273"	"David Owens"	"Sr. Analyst"	"Sales"	"Corporate"	"Male"	"Black"	"43"	"Fri Apr 16 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"94246"	"0"	"United States"	"Austin"	""
"E00691"	"Avery Yee"	"Systems Analyst"	"IT"	"Manufacturing"	"Female"	"Asian"	"34"	"Sun May 22 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"44614"	"0"	"United States"	"Miami"	""
"E01403"	"Xavier Park"	"Vice President"	"IT"	"Research & Development"	"Male"	"Asian"	"40"	"Sun Nov 08 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"234469"	"0.31"	"China"	"Chengdu"	""
"E03438"	"Asher Morales"	"Automation Engineer"	"Engineering"	"Research & Development"	"Male"	"Latino"	"52"	"Fri Jul 10 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88272"	"0"	"Brazil"	"Sao Paulo"	""
"E04136"	"Mason Cao"	"Analyst II"	"Finance"	"Corporate"	"Male"	"Asian"	"52"	"Thu Sep 14 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74449"	"0"	"China"	"Beijing"	""
"E02944"	"Joshua Fong"	"Vice President"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"47"	"Mon Jun 11 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"222941"	"0.39"	"China"	"Beijing"	""
"E03300"	"Maria Chin"	"Analyst"	"Marketing"	"Manufacturing"	"Female"	"Asian"	"65"	"Thu Sep 26 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50341"	"0"	"China"	"Beijing"	""
"E00078"	"Eva Garcia"	"HRIS Analyst"	"Human Resources"	"Corporate"	"Female"	"Latino"	"31"	"Sun Apr 11 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"72235"	"0"	"Brazil"	"Manaus"	""
"E00825"	"Anna Molina"	"Sr. Analyst"	"Accounting"	"Corporate"	"Female"	"Latino"	"41"	"Sun Jun 12 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70165"	"0"	"United States"	"Columbus"	""
"E04972"	"Logan Bryant"	"Sr. Manger"	"Marketing"	"Speciality Products"	"Male"	"Caucasian"	"30"	"Sat Jul 18 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"148485"	"0.15"	"United States"	"Miami"	""
"E03941"	"Isla Han"	"Technical Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"58"	"Sat Jun 18 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86089"	"0"	"United States"	"Chicago"	""
"E02148"	"Christopher Vega"	"Engineering Manager"	"Engineering"	"Research & Development"	"Male"	"Latino"	"54"	"Sat Oct 27 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"106313"	"0.15"	"United States"	"Chicago"	""
"E02252"	"Lillian Park"	"Analyst"	"Marketing"	"Research & Development"	"Female"	"Asian"	"40"	"Wed Feb 24 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"46833"	"0"	"China"	"Chengdu"	"Wed Nov 10 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E03096"	"Kennedy Zhang"	"Director"	"Finance"	"Research & Development"	"Female"	"Asian"	"63"	"Fri Oct 27 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"155320"	"0.17"	"China"	"Chongqing"	""
"E04800"	"Eli Han"	"Sr. Analyst"	"Accounting"	"Manufacturing"	"Male"	"Asian"	"40"	"Fri Jan 15 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"89984"	"0"	"China"	"Chengdu"	""
"E02838"	"Julia Pham"	"Engineering Manager"	"Engineering"	"Speciality Products"	"Female"	"Asian"	"65"	"Thu Mar 16 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"83756"	"0.14"	"China"	"Shanghai"	""
"E02980"	"Hailey Shin"	"Director"	"Human Resources"	"Corporate"	"Female"	"Asian"	"57"	"Mon Oct 24 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"176324"	"0.23"	"China"	"Shanghai"	""
"E04477"	"Connor Grant"	"Sr. Analyst"	"Accounting"	"Speciality Products"	"Male"	"Caucasian"	"27"	"Wed Oct 13 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74077"	"0"	"United States"	"Seattle"	""
"E04348"	"Natalia Owens"	"Manager"	"Human Resources"	"Manufacturing"	"Female"	"Caucasian"	"31"	"Mon Jan 18 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"104162"	"0.07"	"United States"	"Austin"	""
"E01638"	"Maria He"	"IT Systems Architect"	"IT"	"Corporate"	"Female"	"Asian"	"45"	"Sat Aug 28 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"82162"	"0"	"China"	"Beijing"	"Sat Oct 03 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03419"	"Jade Yi"	"Account Representative"	"Sales"	"Speciality Products"	"Female"	"Asian"	"47"	"Fri Jul 10 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"63880"	"0"	"China"	"Chongqing"	""
"E04222"	"Quinn Xiong"	"Test Engineer"	"Engineering"	"Research & Development"	"Female"	"Asian"	"55"	"Sun Sep 08 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73248"	"0"	"United States"	"Columbus"	""
"E04126"	"Dominic Baker"	"Sr. Analyst"	"Accounting"	"Manufacturing"	"Male"	"Black"	"51"	"Fri Oct 09 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"91853"	"0"	"United States"	"Chicago"	""
"E01896"	"Adam Nelson"	"Director"	"Finance"	"Speciality Products"	"Male"	"Caucasian"	"25"	"Tue Jan 14 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"168014"	"0.27"	"United States"	"Chicago"	"Tue Jul 27 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03018"	"Autumn Reed"	"Development Engineer"	"Engineering"	"Corporate"	"Female"	"Caucasian"	"37"	"Sun Sep 17 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70770"	"0"	"United States"	"Miami"	""
"E03325"	"Robert Edwards"	"HRIS Analyst"	"Human Resources"	"Corporate"	"Male"	"Caucasian"	"62"	"Mon Oct 11 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50825"	"0"	"United States"	"Seattle"	""
"E04037"	"Roman Martinez"	"Sr. Manger"	"Finance"	"Research & Development"	"Male"	"Latino"	"31"	"Sat Sep 19 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"145846"	"0.15"	"Brazil"	"Manaus"	""
"E01902"	"Eleanor Li"	"Sr. Manger"	"Human Resources"	"Research & Development"	"Female"	"Asian"	"64"	"Sun Dec 07 2003 00:00:00 GMT-0500 (アメリカ東部標準時)"	"125807"	"0.15"	"United States"	"Chicago"	""
"E01466"	"Connor Vang"	"Analyst"	"Sales"	"Speciality Products"	"Male"	"Asian"	"25"	"Wed Jul 28 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"46845"	"0"	"United States"	"Miami"	""
"E02038"	"Ellie Chung"	"Sr. Manger"	"Marketing"	"Corporate"	"Female"	"Asian"	"59"	"Fri Aug 29 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"157969"	"0.1"	"China"	"Chongqing"	""
"E03474"	"Violet Hall"	"Solutions Architect"	"IT"	"Corporate"	"Female"	"Caucasian"	"40"	"Fri Dec 10 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"97807"	"0"	"United States"	"Chicago"	""
"E02744"	"Dylan Padilla"	"HRIS Analyst"	"Human Resources"	"Manufacturing"	"Male"	"Latino"	"31"	"Wed Dec 09 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"73854"	"0"	"United States"	"Seattle"	""
"E00702"	"Nathan Pham"	"Sr. Manger"	"Accounting"	"Manufacturing"	"Male"	"Asian"	"45"	"Tue Dec 12 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"149537"	"0.14"	"United States"	"Seattle"	""
"E03081"	"Ayla Brown"	"Sr. Manger"	"Sales"	"Manufacturing"	"Female"	"Caucasian"	"49"	"Mon Apr 15 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"128303"	"0.15"	"United States"	"Phoenix"	""
"E01281"	"Isaac Mitchell"	"Network Architect"	"IT"	"Speciality Products"	"Male"	"Black"	"46"	"Fri Jun 10 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67374"	"0"	"United States"	"Austin"	""
"E04029"	"Jayden Jimenez"	"Manager"	"Human Resources"	"Corporate"	"Male"	"Latino"	"46"	"Sat Sep 24 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"102167"	"0.06"	"Brazil"	"Rio de Janerio"	""
"E01116"	"Jaxon Tran"	"Sr. Manger"	"Sales"	"Manufacturing"	"Male"	"Asian"	"45"	"Fri Sep 07 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"151027"	"0.1"	"China"	"Shanghai"	""
"E01753"	"Connor Fong"	"Manager"	"Accounting"	"Speciality Products"	"Male"	"Asian"	"40"	"Fri Feb 16 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"120905"	"0.05"	"United States"	"Seattle"	""
"E04072"	"Emery Mitchell"	"Vice President"	"Finance"	"Manufacturing"	"Female"	"Caucasian"	"48"	"Sat Jun 02 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"231567"	"0.36"	"United States"	"Seattle"	""
"E00672"	"Landon Luu"	"Vice President"	"IT"	"Research & Development"	"Male"	"Asian"	"31"	"Sun Jul 12 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"215388"	"0.33"	"United States"	"Miami"	""
"E04419"	"Sophia Ahmed"	"Sr. Manger"	"Sales"	"Speciality Products"	"Female"	"Asian"	"30"	"Sat Jun 13 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"127972"	"0.11"	"United States"	"Seattle"	""
"E00467"	"Sofia Dinh"	"Operations Engineer"	"Engineering"	"Corporate"	"Female"	"Asian"	"55"	"Fri Aug 04 1995 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"80701"	"0"	"United States"	"Chicago"	"Thu Apr 14 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E00365"	"Jonathan Patel"	"Manager"	"Marketing"	"Corporate"	"Male"	"Asian"	"28"	"Sun Feb 02 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"115417"	"0.06"	"China"	"Shanghai"	""
"E00306"	"Piper Patterson"	"Quality Engineer"	"Engineering"	"Corporate"	"Female"	"Caucasian"	"45"	"Wed Jun 19 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88045"	"0"	"United States"	"Chicago"	""
"E03292"	"Cora Evans"	"Computer Systems Manager"	"IT"	"Speciality Products"	"Female"	"Black"	"45"	"Mon Mar 26 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86478"	"0.06"	"United States"	"Austin"	""
"E04779"	"Cameron Young"	"Vice President"	"Engineering"	"Manufacturing"	"Male"	"Caucasian"	"63"	"Mon Jan 18 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"180994"	"0.39"	"United States"	"Seattle"	""
"E00501"	"Melody Ho"	"Analyst II"	"Finance"	"Research & Development"	"Female"	"Asian"	"55"	"Sun Dec 02 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"64494"	"0"	"United States"	"Columbus"	""
"E01132"	"Aiden Bryant"	"Account Representative"	"Sales"	"Manufacturing"	"Male"	"Black"	"47"	"Mon Oct 21 2002 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70122"	"0"	"United States"	"Columbus"	""
"E00556"	"Grayson Walker"	"Director"	"Accounting"	"Manufacturing"	"Male"	"Caucasian"	"29"	"Sun Feb 19 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"181854"	"0.29"	"United States"	"Seattle"	"Fri Apr 24 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E00311"	"Scarlett Figueroa"	"Business Partner"	"Human Resources"	"Speciality Products"	"Female"	"Latino"	"34"	"Fri Oct 21 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"52811"	"0"	"United States"	"Miami"	""
"E04567"	"Madeline Hoang"	"Systems Analyst"	"IT"	"Research & Development"	"Female"	"Asian"	"28"	"Fri Oct 25 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50111"	"0"	"China"	"Chengdu"	""
"E04378"	"Ezra Simmons"	"Network Administrator"	"IT"	"Manufacturing"	"Male"	"Black"	"31"	"Sat May 07 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71192"	"0"	"United States"	"Austin"	""
"E03251"	"Ruby Medina"	"Director"	"Sales"	"Manufacturing"	"Female"	"Latino"	"50"	"Tue Dec 18 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"155351"	"0.2"	"United States"	"Seattle"	""
"E03167"	"Luke Zheng"	"Director"	"Human Resources"	"Speciality Products"	"Male"	"Asian"	"39"	"Tue Nov 28 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"161690"	"0.29"	"China"	"Beijing"	""
"E03347"	"Rylee Dinh"	"Development Engineer"	"Engineering"	"Speciality Products"	"Female"	"Asian"	"35"	"Fri Feb 10 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"60132"	"0"	"China"	"Chongqing"	""
"E03908"	"Miles Evans"	"Network Architect"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"54"	"Mon Oct 24 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"87216"	"0"	"United States"	"Miami"	""
"E01351"	"Leo Owens"	"Systems Analyst"	"IT"	"Corporate"	"Male"	"Caucasian"	"47"	"Thu Apr 23 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50069"	"0"	"United States"	"Seattle"	""
"E02681"	"Caroline Owens"	"Director"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"26"	"Mon Jul 26 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"151108"	"0.22"	"United States"	"Phoenix"	""
"E03807"	"Kennedy Do"	"Computer Systems Manager"	"IT"	"Manufacturing"	"Female"	"Asian"	"42"	"Sat Oct 15 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67398"	"0.07"	"United States"	"Phoenix"	""
"E00422"	"Jade Acosta"	"Development Engineer"	"Engineering"	"Research & Development"	"Female"	"Latino"	"47"	"Sat Aug 29 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"68488"	"0"	"United States"	"Seattle"	""
"E00265"	"Mila Vasquez"	"Quality Engineer"	"Engineering"	"Manufacturing"	"Female"	"Latino"	"60"	"Thu Jul 16 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"92932"	"0"	"United States"	"Columbus"	""
"E04601"	"Allison Ayala"	"Analyst"	"Finance"	"Corporate"	"Female"	"Latino"	"36"	"Tue Jun 30 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"43363"	"0"	"United States"	"Austin"	""
"E04816"	"Jace Zhang"	"Service Desk Analyst"	"IT"	"Speciality Products"	"Male"	"Asian"	"31"	"Tue Feb 14 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"95963"	"0"	"China"	"Chengdu"	""
